!CSV A.01.01
!Keysight Technologies,N5224B,MY61255146,A.15.50.09
!Date: Saturday, September 21, 2024 22:06:43
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
1885000000,-30.189203,177.69064
1890000000,-28.886835,170.22009
1895000000,-27.90033,161.79442
1900000000,-27.210207,153.42415
1905000000,-26.778954,146.03671
1910000000,-26.483822,140.33374
1915000000,-26.190634,136.05115
1920000000,-25.804899,132.87268
1925000000,-25.302219,129.89453
1930000000,-24.758991,126.67828
1935000000,-24.198774,123.0526
1940000000,-23.722757,118.54867
1945000000,-23.416756,113.79801
1950000000,-23.242996,108.9794
1955000000,-23.221815,104.39341
1960000000,-23.271276,100.3968
1965000000,-23.328625,96.426094
1970000000,-23.376648,92.562134
1975000000,-23.353037,88.249527
1980000000,-23.346035,82.886345
1985000000,-23.389956,77.050415
1990000000,-23.461174,70.625305
1995000000,-23.584274,63.941402
2000000000,-23.697945,57.238163
END

