!CSV A.01.01
!Keysight Technologies,N5224B,MY61255146,A.15.50.09
!Date: Saturday, September 21, 2024 22:02:57
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
1300000000,-11.619731,141.00581
1305000000,-11.350918,139.27063
1310000000,-11.095073,137.65727
1315000000,-10.816497,136.00505
1320000000,-10.520682,133.97954
1325000000,-10.260349,131.39888
1330000000,-10.070313,128.63283
1335000000,-9.9281521,125.77283
1340000000,-9.8262548,122.88294
1345000000,-9.7588005,119.88589
1350000000,-9.7392149,116.79692
1355000000,-9.7776203,113.80476
1360000000,-9.844079,110.99659
1365000000,-9.9293823,108.2892
1370000000,-10.023926,105.6421
1375000000,-10.147107,103.03456
1380000000,-10.28321,100.51617
1385000000,-10.439274,98.019371
1390000000,-10.609805,95.541565
1395000000,-10.828721,93.090538
1400000000,-11.081822,90.859619
1405000000,-11.346463,88.87664
1410000000,-11.607074,86.924332
1415000000,-11.907546,85.007751
1420000000,-12.245172,83.312599
1425000000,-12.588136,81.910019
1430000000,-12.920889,80.68644
1435000000,-13.251027,79.426003
1440000000,-13.606899,78.201248
1445000000,-13.982887,77.058769
1450000000,-14.377771,76.108047
1455000000,-14.787612,75.288086
1460000000,-15.196818,74.733955
1465000000,-15.573344,74.231812
1470000000,-15.952641,73.552551
1475000000,-16.369432,72.694588
1480000000,-16.85516,72.022263
1485000000,-17.371035,71.721802
1490000000,-17.901325,71.856407
1495000000,-18.421942,72.215439
1500000000,-18.987658,72.902351
1505000000,-19.555603,74.150574
1510000000,-20.136911,75.988686
1515000000,-20.693693,78.583817
1520000000,-21.221415,82.081871
1525000000,-21.604271,86.541054
1530000000,-21.841675,91.241386
1535000000,-21.945047,96.277306
1540000000,-21.868879,101.25786
1545000000,-21.678801,105.8735
1550000000,-21.357822,110.16858
1555000000,-20.923941,113.80741
1560000000,-20.413956,116.76997
1565000000,-19.846355,118.82603
1570000000,-19.250891,120.08035
1575000000,-18.652901,120.32227
1580000000,-18.122305,119.44415
1585000000,-17.728962,118.06254
1590000000,-17.446642,116.6134
1595000000,-17.222311,115.51892
1600000000,-16.974133,114.57053
1605000000,-16.688755,113.4084
1610000000,-16.403128,111.7488
1615000000,-16.157623,109.62408
1620000000,-16.009893,107.21778
1625000000,-15.924944,105.17558
1630000000,-15.84951,103.35504
1635000000,-15.756845,101.71353
1640000000,-15.635151,100.04367
1645000000,-15.497186,98.131668
1650000000,-15.375217,95.906326
1655000000,-15.297787,93.50853
1660000000,-15.26594,91.151611
1665000000,-15.246116,88.920914
1670000000,-15.232288,86.575211
1675000000,-15.239428,84.140419
1680000000,-15.276175,81.544151
1685000000,-15.371459,78.886986
1690000000,-15.50048,76.444672
1695000000,-15.629169,74.055634
1700000000,-15.75503,71.640709
1705000000,-15.881263,68.970345
1710000000,-16.054613,66.070351
1715000000,-16.272459,63.204124
1720000000,-16.520412,60.429916
1725000000,-16.774944,57.847263
1730000000,-17.005571,55.209419
1735000000,-17.240295,52.436066
1740000000,-17.484577,49.521381
1745000000,-17.746687,46.456543
1750000000,-18.052504,43.187275
1755000000,-18.418655,39.983971
1760000000,-18.827698,36.991936
1765000000,-19.264938,34.258114
1770000000,-19.688831,31.790077
1775000000,-20.082739,29.125994
1780000000,-20.51049,25.992395
1785000000,-21.041321,22.455093
1790000000,-21.706821,18.920738
1795000000,-22.50647,15.884566
1800000000,-23.325184,13.514053
1805000000,-24.11244,11.269754
1810000000,-24.877249,8.1983795
1815000000,-25.777136,3.9267433
1820000000,-26.915018,-0.88155079
1825000000,-28.28101,-5.9035044
1830000000,-29.891544,-11.006086
1835000000,-31.72543,-15.756707
1840000000,-33.6455,-20.608244
1845000000,-35.607685,-28.034924
1850000000,-37.803761,-40.428993
1855000000,-40.037079,-62.87534
1860000000,-41.462757,-98.745575
1865000000,-40.463688,-137.31396
1870000000,-38.316658,-164.99332
1875000000,-36.491592,177.58997
1880000000,-34.939461,167.39806
1885000000,-33.535442,160.24533
1890000000,-32.237507,155.13969
1895000000,-30.902443,150.84671
1900000000,-29.607496,146.01198
1905000000,-28.450743,140.41457
1910000000,-27.559153,134.44675
1915000000,-26.923542,128.88095
1920000000,-26.492746,124.39337
1925000000,-26.124575,121.44372
1930000000,-25.661327,119.54226
1935000000,-25.008039,117.3234
1940000000,-24.315512,113.47556
1945000000,-23.784033,108.23626
1950000000,-23.490992,102.19392
1955000000,-23.446659,96.345436
1960000000,-23.541695,91.363976
1965000000,-23.648651,87.115891
1970000000,-23.674833,83.242104
1975000000,-23.577755,79.045418
1980000000,-23.429052,74.047798
1985000000,-23.268084,68.443947
1990000000,-23.099524,62.190128
1995000000,-22.970222,55.478939
2000000000,-22.878187,48.472179
END

